paper_id,year,topic,intervention_or_exposure,study_type,species,sample_size,primary_endpoint,endpoint_class,effect_size,evidence_level,risk_of_bias,actionability,medical_supervision,recommendation_class,claim_supported,claim_not_supported,zh_summary,en_summary,last_checked,quality_confidence_score,influence_score,venue_tier,venue_score,venue_weight_note,journal_metric_value,confidence_cap_rule,scoring_version,品牌标识,Brand,SEO关键词,资产归属,GitHub公开入口
pubmed-40886711,2026,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：This study provides potential evidence that following the EAT-Lancet diet is significantly associated with reduced cancer incidence and mortality. These findings underscore the clinical importance and potential health benefits of adopting this dietary pattern to improve the quality of life of cancer patients. However, given the limited number of available studies, further high-quality research is warranted to comprehensively understand the relationship between the EAT-Lancet diet and cancer o...","Draft status: automatically prepared; not fully reviewed; not medical advice. This study provides potential evidence that following the EAT-Lancet diet is significantly associated with reduced cancer incidence and mortality. These findings underscore the clinical importance and potential health benefits of adopting this dietary pattern to improve the quality of life of cancer patients. However, given the limited number of available studies, further high-quality research is warranted to comprehensively understand the relationship between the EAT-Lancet diet and cancer outcomes.",2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-41579434,2026,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Higher adherence to the MD correlates with improved survival and quality of life in various cancers. It is therefore a promising, sustainable strategy to be integrated in cancer care.","Draft status: automatically prepared; not fully reviewed; not medical advice. Higher adherence to the MD correlates with improved survival and quality of life in various cancers. It is therefore a promising, sustainable strategy to be integrated in cancer care.",2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-41259881,2026,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Greater adherence to the MD is consistently associated with a lower risk of several neurological and mental health conditions. These findings support the promotion of MD-based dietary patterns in clinical and public health strategies to prevent cognitive decline and enhance healthy aging.,Draft status: automatically prepared; not fully reviewed; not medical advice. Greater adherence to the MD is consistently associated with a lower risk of several neurological and mental health conditions. These findings support the promotion of MD-based dietary patterns in clinical and public health strategies to prevent cognitive decline and enhance healthy aging.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-41175779,2026,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Greater adherence to the MD is linked to modest but clinically relevant improvements in metabolic health and reduced mortality in individuals with existing metabolic diseases. These findings support its inclusion in therapeutic dietary strategies, though further high-quality, long-term trials are needed to inform clinical guidelines.","Draft status: automatically prepared; not fully reviewed; not medical advice. Greater adherence to the MD is linked to modest but clinically relevant improvements in metabolic health and reduced mortality in individuals with existing metabolic diseases. These findings support its inclusion in therapeutic dietary strategies, though further high-quality, long-term trials are needed to inform clinical guidelines.",2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-38363072,2025,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-40081608,2025,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Adopting PBD was significantly associated with 26% lower incidences of CKD. Higher intake of PBD showed a dose-dependent relationship with lower risk of CKD incidence and slower CKD progression. Unhealthy PBD may not confer renal protective effects compared to healthy PBD.,Draft status: automatically prepared; not fully reviewed; not medical advice. Adopting PBD was significantly associated with 26% lower incidences of CKD. Higher intake of PBD showed a dose-dependent relationship with lower risk of CKD incidence and slower CKD progression. Unhealthy PBD may not confer renal protective effects compared to healthy PBD.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-38860747,2025,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-39848440,2025,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：UPF consumption is associated with a higher risk of incident diabetes and may contribute to its complications. Urgent public health efforts should prioritize the reduction of UPF consumption.,Draft status: automatically prepared; not fully reviewed; not medical advice. UPF consumption is associated with a higher risk of incident diabetes and may contribute to its complications. Urgent public health efforts should prioritize the reduction of UPF consumption.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-39575619,2025,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-39018497,2025,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,needs_review,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,low,false,Monitor,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能把非人体结果直接解释为已证实的人类延寿作用。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Findings from prospective studies on the association of PCA-derived dietary patterns and the risk of GI cancers support the evidence of healthy and unhealthy dietary patterns as either protective or risk-increasing factors for GI cancers and for survivorship, respectively. The findings also suggest that the RRR-derived healthy dietary pattern reduces the risk of GI cancers (albeit with low precision), but no association was found for the RRR-derived unhealthy dietary pattern. Prospective stud...","Draft status: automatically prepared; not fully reviewed; not medical advice. Findings from prospective studies on the association of PCA-derived dietary patterns and the risk of GI cancers support the evidence of healthy and unhealthy dietary patterns as either protective or risk-increasing factors for GI cancers and for survivorship, respectively. The findings also suggest that the RRR-derived healthy dietary pattern reduces the risk of GI cancers (albeit with low precision), but no association was found for the RRR-derived unhealthy dietary pattern. Prospective studies are required to further clarify disparities in the association between PCA- and RRR-derived dietary patterns and the risk of GI cancers. Systematic review registration: PROSPERO registration no. CRD42022321644.",2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-40298944,2025,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-42090744,2025,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：The MD is an effective strategy for the primary prevention of CVDs. These findings suggest the importance of adherence to MD and support incorporating MD-based recommendations in national dietary guidelines and public health initiatives.,Draft status: automatically prepared; not fully reviewed; not medical advice. The MD is an effective strategy for the primary prevention of CVDs. These findings suggest the importance of adherence to MD and support incorporating MD-based recommendations in national dietary guidelines and public health initiatives.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-38431146,2024,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：MedDiet serves as an effective intervention for both primary and secondary prevention of CVD, demonstrating a substantial and long-term impact in reducing the incidence of MACE, MI, stroke, and cardiovascular-related mortality while showing no observed effect on all-cause mortality. Nevertheless, it is essential to acknowledge the current limitations in available clinical trial evidence, emphasizing the need for additional trials to substantiate and strengthen these findings.","Draft status: automatically prepared; not fully reviewed; not medical advice. MedDiet serves as an effective intervention for both primary and secondary prevention of CVD, demonstrating a substantial and long-term impact in reducing the incidence of MACE, MI, stroke, and cardiovascular-related mortality while showing no observed effect on all-cause mortality. Nevertheless, it is essential to acknowledge the current limitations in available clinical trial evidence, emphasizing the need for additional trials to substantiate and strengthen these findings.",2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-38129766,2024,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Higher diet quality is associated with lower incidence and risk of mortality for cardiovascular disease however, significant study heterogeneity was identified for these relationships.","Draft status: automatically prepared; not fully reviewed; not medical advice. Higher diet quality is associated with lower incidence and risk of mortality for cardiovascular disease however, significant study heterogeneity was identified for these relationships.",2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-36918266,2023,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：This study supports a beneficial effect of the Mediterranean diet on primary prevention of CVD and death in women, and is an important step in enabling sex specific guidelines.","Draft status: automatically prepared; not fully reviewed; not medical advice. This study supports a beneficial effect of the Mediterranean diet on primary prevention of CVD and death in women, and is an important step in enabling sex specific guidelines.",2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-36866803,2023,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-37701967,2023,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-35231930,2022,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-32924543,2021,饮食模式与死亡风险,dietary pattern,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H1,H1,摘要级/题录级待复核,A,not_assessed_public_draft,high,false,Strong Action,可支持：将「饮食模式与死亡风险」作为证据图谱中的候选主题，并按 A 级草判证据继续复核。,不支持：不能据单篇摘要给出剂量、处方或个人医疗建议。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. No separate conclusion section was parsed from the abstract for Dietary Patterns and Mortality; full-text or manual abstract review is required before publication claims.,2026-06-29,82,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
