finding_id,candidate_id,pmid,doi,title_en,topic_id,study_type,species,previous_level,decision,reason,retired_date,recovery_source
finding-pubmed-42264322,pubmed-42264322,42264322,10.1016/j.lfs.2026.124519,ACAT3 controls hepatic cholesterol metabolism and modulates systemic energy homeostasis of male mice.,microbiome-inflammaging,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42264323,pubmed-42264323,42264323,10.1016/j.lfs.2026.124526,Breakfast skipping induces massive rhythmic hypercholesterolemia by hepatic circadian clock and lipid metabolism abnormalities in rats fed a western diet.,time-restricted-eating,animal_study,animal,D,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42269357,pubmed-42269357,42269357,10.1016/j.jns.2026.126051,Clinical implications of delayed insertion of implantable loop recorder: Is it still beneficial when inserted years after a stroke?,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42284759,pubmed-42284759,42284759,10.1016/j.intimp.2026.117022,Systematic review and meta-analysis of protective effects of quercetin in animal models of lung fibrosis and possible mechanism.,senolytics,systematic_review_or_meta_analysis,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42290037,pubmed-42290037,42290037,10.1002/oby.70231,"Sex, Not Age, Predicts Weight Loss Outcomes With Tirzepatide: A Retrospective Analysis.",glp1-weight-cardiometabolic,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42302924,pubmed-42302924,42302924,10.1016/j.lfs.2026.124542,"Endothelial-to-mesenchymal transition in ischemic diseases: Molecular mechanisms, pathophysiological roles, and emerging therapeutic strategies.",microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42308794,pubmed-42308794,42308794,10.1016/j.intimp.2026.117005,Targeting cellular senescence in cervical Cancer: a novel pathway to preserve reproductive potential.,senolytics,narrative_review,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42320461,pubmed-42320461,42320461,10.1093/ehjqcco/qcag105,Temporal changes in guideline-directed medical therapy score and clinical outcomes in patients with heart failure.,blood-pressure-aging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42347893,pubmed-42347893,42347893,10.1158/1078-0432.CCR-25-4796,Tumoral and Systemic Immune Correlates of Response to Concurrent Pembrolizumab and Chemoradiotherapy in Patients with Resected High-Risk Head and Neck Squamous Cell Carcinoma.,microbiome-inflammaging,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42348175,pubmed-42348175,42348175,10.1111/dom.71033,Prevalence of Obesity and Related Conditions and GLP-1 Use in Medicare Fee-for-Service Beneficiaries.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42349084,pubmed-42349084,42349084,10.1016/j.jns.2026.126070,Sex differences in brain frailty measures and outcomes after endovascular thrombectomy: ESCAPE-NA1 analysis.,resistance-training-muscle,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42362122,pubmed-42362122,42362122,10.1016/j.rmed.2026.109001,GLP-1 receptor agonists in obstructive sleep apnea: A propensity score-matched real-world analysis.,sleep-aging,metadata_only_needs_classification,human,C,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42364470,pubmed-42364470,42364470,10.1016/j.foodchem.2026.149828,Nutrients and bioactive compounds in nuts: implications for human health.,blood-pressure-aging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42377073,pubmed-42377073,42377073,10.1158/1078-0432.CCR-26-1352,"Camrelizumab, Apatinib, and Radiotherapy in Locally Advanced, Unresectable Hepatocellular Carcinoma: A Phase II Study.",blood-pressure-aging,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42419304,pubmed-42419304,42419304,10.1016/j.chembiol.2026.06.003,GLP-1R and GIPR crosstalk modulates insulinotropic signaling pathways.,glp1-weight-cardiometabolic,metadata_only_needs_classification,needs_review,E,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42424921,pubmed-42424921,42424921,10.1016/j.bioorg.2026.110210,Lead-guided prodrug development of small molecules as GLP-1R agonists.,glp1-weight-cardiometabolic,animal_study,animal,D,retired_from_active_findings,nonhuman_record_in_human_outcome_topic,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42429276,pubmed-42429276,42429276,10.1097/XCS.0000000000002087,Invited Commentary: Understanding the Relationship Between Frailty and Mortality After Pancreatic Resection.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42435980,pubmed-42435980,42435980,10.1016/j.amjcard.2026.06.029,The Periprocedural Safety of Continued GLP-1 Receptor Agonist Prior to Cardiac Catheterization.,glp1-weight-cardiometabolic,metadata_only_needs_classification,needs_review,E,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42475164,pubmed-42475164,42475164,10.1556/004.2026.01216,"Impact of Tilapinevirus tilapiae (TiLV) infection on the composition and functional dynamics of gut microbiota in Nile Tilapia (Oreochromis niloticus) (Linnaeus, 1758).",microbiome-inflammaging,metadata_only_needs_classification,cell,E,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42481072,pubmed-42481072,42481072,10.1136/jnnp-2026-338460,"Frailty and accelerated dementia onset in genetic, sociodemographic and neuropathologic subgroups.",resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42498182,pubmed-42498182,42498182,10.1016/j.neures.2026.105095,Nonlinear Associations Between Sleep Duration and Dementia: Evidence from the CHARLS and Mendelian Randomization Analysis.,sleep-aging,human_mendelian_randomization,human,C,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42532220,pubmed-42532220,42532220,10.1016/j.envres.2026.125356,Cardiovascular risks of plastic-associated chemicals: Integrating mixture modeling and SHAP-explained machine learning to unravel linear and non-linear associations.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42542378,pubmed-42542378,42542378,10.3899/jrheum.2026-0072,"Bioelectric Phase Angle and Appendicular Skeletal Muscle Mass in Rheumatoid Arthritis: Association With Disease Activity, Impact of Disease, and Functional Disability.",resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42565831,pubmed-42565831,42565831,10.1128/jb.00026-26,Monounsaturated fatty acid biosynthesis is critical for streptococcal envelope homeostasis and stress tolerance.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42572282,pubmed-42572282,42572282,10.2176/jns-nmc.2026-0078,Endoscopic Evacuation Under Local Anesthesia for Subacute Lobar Intracerebral Hemorrhage in Older Adults.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42575860,pubmed-42575860,42575860,10.1097/CM9.0000000000004213,Trends and burden of maternal disorders in China from 1990 to 2023: Analysis of the Global Burden of Disease Study 2023.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42623876,pubmed-42623876,42623876,10.1016/j.jhazmat.2026.143327,A combined hazard to mariculture: Quality and safety impairment associated with intestinal barrier disruption in fish co-exposed to environmentally relevant microplastics and antibiotics.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42626202,pubmed-42626202,42626202,10.5662/wjm.v16.i3.118728,"Pancreatic-liver crosstalk, novel molecular mediators, and 2025 therapeutic breakthroughs.",time-restricted-eating,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42626264,pubmed-42626264,42626264,10.5662/wjm.119385,Glucagon-like receptor-1 agonists and impotence: A meta-analysis.,glp1-weight-cardiometabolic,systematic_review_or_meta_analysis,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42662810,pubmed-42662810,42662810,10.1016/j.isci.2026.116954,Co-evolving adiposity and frailty trajectories shape stroke risk in middle-aged and older adults.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42663994,pubmed-42663994,42663994,10.1096/fj.202602078RR,Short Sleep Duration Is Positively Associated With Traditional and Non-Traditional Markers of Adiposity and Cardiometabolic Risk in Individuals at Secondary Healthcare: A Cross-Sectional Study.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42668575,pubmed-42668575,42668575,10.1016/j.isci.2026.117256,Form and function of actin impacts actin health and aging.,autophagy-mitophagy,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42679573,pubmed-42679573,42679573,10.1016/j.jhazmat.2026.143426,Microplastic aging drives convergence of the plastisphere microbiome and resistome toward agricultural soils.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42697203,pubmed-42697203,42697203,10.1016/j.xcrm.2026.103023,"Emerging role of GLP-1 mono, dual, and triple agonists in the management of MASH-related fibrosis.",glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42698390,pubmed-42698390,42698390,10.1096/fj.202600848R,NONcNZO10/LtJ and TALLY-HO/JngJ Mice as Novel Models of Diabetic Peripheral Neuropathy.,caloric-restriction-human,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42703003,pubmed-42703003,42703003,10.1080/08923973.2026.2731357,Improvement of post-COVID-19 vaccination dysautonomia with GLP-1 receptor agonist.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42706783,pubmed-42706783,42706783,10.24272/j.issn.2095-8137.2025.460,Comprehensive multi-post-translational modifications profiling reveals age-associated remodeling in skeletal muscle.,resistance-training-muscle,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42707073,pubmed-42707073,42707073,10.1016/j.isci.2026.117322,The gut-prostate axis in benign prostatic diseases: Mechanistic pathways and therapeutic implications.,microbiome-inflammaging,animal_study,animal,D,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42710812,pubmed-42710812,42710812,10.1016/j.ijcard.2026.134773,Association of tirzepatide with reverse cardiac remodeling and improved diastolic function in obesity-related HFpEF: A prospective real-world cohort study.,glp1-weight-cardiometabolic,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42713014,pubmed-42713014,42713014,10.1016/j.isci.2026.117371,Early life high-fat diet exposure modulates adult metabolic phenotypes in Drosophila.,nad-nmn-nr-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42714425,pubmed-42714425,42714425,10.1161/JAHA.125.046120,Gut Microbiota and Aldosterone Regulate Natriuretic Peptide B Expression to Drive Mitophagy and Metabolic Reprogramming in Sepsis-Like Model of Myocardial Injury.,microbiome-inflammaging,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42714452,pubmed-42714452,42714452,10.1161/JAHA.126.049854,Sex Differences in Cardiac Rhythm and Conduction Abnormalities After Noncardioembolic Ischemic Stroke.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42714458,pubmed-42714458,42714458,10.1161/JAHA.125.044249,Tirzepatide and the Incidence of Atrial Fibrillation in Adults With Overweight or Obesity: An Updated Meta-Analysis of Randomized Controlled Trials.,glp1-weight-cardiometabolic,systematic_review_or_meta_analysis,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42714563,pubmed-42714563,42714563,10.1161/JAHA.125.048352,Accelerated Aging Fontan Phenotype Is Associated With Systemic Right Ventricles and Adverse Hemodynamics.,epigenetic-clocks,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42722633,pubmed-42722633,42722633,10.1080/14017431.2026.2709195,Assessment of right atrial function using two-dimensional speckle tracking echocardiography in patients with obstructive sleep apnea hypopnea syndrome.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42726653,pubmed-42726653,42726653,10.1073/pnas.2620112123,Direct activation of SARM1 by dsDNA is not supported by biochemical and cellular evidence.,nad-nmn-nr-aging,metadata_only_needs_classification,cell,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42727208,pubmed-42727208,42727208,10.1016/j.knee.2026.104639,Postoperative outcomes after total knee arthroplasty in type 2 diabetes mellitus patients receiving semaglutide versus tirzepatide: a propensity score-matched national research network analysis.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42732089,pubmed-42732089,42732089,10.1515/jpem-2026-0227,GLP-1 receptor agonist use and mental health outcomes in adolescents with obesity: a retrospective review.,glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42733032,pubmed-42733032,42733032,10.1007/s12471-026-02073-3,Effects of GLP-1 receptor agonists on body weight and cardiovascular outcomes: a review.,glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42733040,pubmed-42733040,42733040,10.24272/j.issn.2095-8137.2025.579,Fetal hypoxia causes oocyte oxidative stress damage via the Sirt3/Sod2 pathway and can be alleviated by nicotinamide mononucleotide.,nad-nmn-nr-aging,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42733056,pubmed-42733056,42733056,10.1038/s41413-026-00582-w,Bone aging: a paradigm of multiscale degeneration and targeted rejuvenation.,senolytics,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42734347,pubmed-42734347,42734347,10.1128/spectrum.02340-25,First characterization of Staphylococcus felis in diabetic foot osteomyelitis: from intracellular persistence to phage treatment.,microbiome-inflammaging,animal_study,animal,D,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42734427,pubmed-42734427,42734427,10.1152/ajpcell.00321.2026,5-Fluorouracil-based chemotherapy disrupts autophagy flux and protein synthesis in cultured myotubes: a role for mTORC1 signaling.,autophagy-mitophagy,animal_study,animal,D,retired_from_active_findings,topic_scope_mismatch,2026-09-21,Git history and prior public-data snapshots
finding-pubmed-42734673,pubmed-42734673,42734673,10.1007/s00520-026-11067-1,Pulmonary infections in an acute palliative care unit.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-21,Git history and prior public-data snapshots
