candidate_id,source,pmid,doi,title_en,topic_id,previous_query,previous_status,decision,reason,duplicate_of,retired_date,recovery_source
pubmed-36176280,PubMed,36176280,10.3389/fcell.2022.985274,"The epigenetic aging, obesity, and lifestyle.",epigenetic-clocks,epigenetic-clocks__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-36260264,PubMed,36260264,10.1007/s11357-022-00671-8,"Endpoints for geroscience clinical trials: health outcomes, biomarkers, and biologic age.",epigenetic-clocks,epigenetic-clocks__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-36389222,PubMed,36389222,10.3389/fnins.2022.1036102,Assessing brain and biological aging trajectories associated with Alzheimer's disease.,epigenetic-clocks,epigenetic-clocks__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-36418149,PubMed,36418149,10.1136/bjsports-2022-106189,Adherence to aerobic and muscle-strengthening activities guidelines: a systematic review and meta-analysis of 3.3 million participants across 32 countries.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-36906633,PubMed,36906633,10.1007/s40279-023-01825-0,Effects of Plyometric Jump Training on the Reactive Strength Index in Healthy Individuals Across the Lifespan: A Systematic Review with Meta-analysis.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37183081,PubMed,37183081,10.1016/j.ejim.2023.05.012,Tirzepatide and potential use for metabolically healthy obesity.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37203328,PubMed,37203328,10.1002/oby.23752,Liraglutide versus semaglutide for weight reduction-a cost needed to treat analysis.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37308811,PubMed,37308811,10.1186/s12877-023-04099-3,Rationale and design of the Birkebeiner Ageing Study - a prospective cohort study of older endurance athletes.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37344384,PubMed,37344384,10.1111/dom.15148,Tirzepatide 10 and 15 mg compared with semaglutide 2.4 mg for the treatment of obesity: An indirect treatment comparison.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37351564,PubMed,37351564,10.1056/NEJMoa2302392,Daily Oral GLP-1 Receptor Agonist Orforglipron for Adults with Obesity.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37385275,PubMed,37385275,10.1016/S0140-6736(23)01200-X,"Tirzepatide once weekly for the treatment of obesity in people with type 2 diabetes (SURMOUNT-2): a double-blind, randomised, multicentre, placebo-controlled, phase 3 trial.",glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37385278,PubMed,37385278,10.1016/S0140-6736(23)01185-6,"Oral semaglutide 50 mg taken once per day in adults with overweight or obesity (OASIS 1): a randomised, double-blind, placebo-controlled, phase 3 trial.",glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37445623,PubMed,37445623,10.3390/ijms241310449,Emerging Role of GLP-1 Agonists in Obesity: A Comprehensive Review of Randomised Controlled Trials.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37798213,PubMed,37798213,10.1016/j.burns.2023.09.004,Effect of anti-gravity treadmill (Alter G) training on gait characteristics and postural stability in adult with healed burns: A single blinded randomized controlled trial.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-37886049,PubMed,37886049,10.3389/fpubh.2023.1236402,Impact of adapted taekwondo vs. multicomponent training on health status in independent older women: a randomized controlled trial.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38129770,PubMed,38129770,10.1186/s12882-023-03408-7,Interventions to reduce falls among dialysis patients: a systematic review.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38241094,PubMed,38241094,10.1093/eurheartj/ehad885,Changes in frailty and incident cardiovascular disease in three prospective cohorts.,resistance-training-muscle,resistance-training-muscle__high_weight_journal,selected_finding_draft,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38414347,PubMed,38414347,10.1111/acel.14135,Epigenome-wide analysis of frailty: Results from two European twin cohorts.,resistance-training-muscle,resistance-training-muscle__high_weight_journal,selected_finding_draft,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38489992,PubMed,38489992,10.1016/j.jnha.2024.100208,"Effects of multicomponent training and HMB supplementation on disability, cognitive and physical function in institutionalized older adults aged over 70 years: a cluster-randomized controlled trial.",physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38499245,PubMed,38499245,10.1016/j.jare.2024.03.008,"The efferocytosis process in aging: Supporting evidence, mechanisms, and therapeutic prospects for age-related diseases.",autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38650577,PubMed,38650577,10.1002/cam4.7179,Effects of resistance training on sleep quality and disorders among individuals diagnosed with cancer: A systematic review and meta-analysis of randomized controlled trials.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38739369,PubMed,38739369,10.1111/acel.14198,Association of sarcopenia with the long-term risk of atrial fibrillation: A prospective cohort study.,resistance-training-muscle,resistance-training-muscle__high_weight_journal,selected_finding_draft,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38831478,PubMed,38831478,10.1093/ije/dyae074,"Weight training and risk of all-cause, cardiovascular disease and cancer mortality among older adults.",physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38841642,PubMed,38841642,10.52082/jssm.2024.366,"Combined Aerobic and Resistance Training Improves Body Composition, Alters Cardiometabolic Risk, and Ameliorates Cancer-Related Indicators in Breast Cancer Patients and Survivors with Overweight/Obesity: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.",physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-38951907,PubMed,38951907,10.1186/s12933-024-02301-3,Nonpharmacological interventions on glycated haemoglobin in youth with type 1 diabetes: a Bayesian network meta-analysis.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-39329896,PubMed,39329896,10.1093/gerona/glae240,Identifying Clinically Meaningful Muscle Power Enhancements and Their Functional Correlates in Hospitalized Older Patients.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-39410722,PubMed,39410722,10.1111/acel.14376,The N6-methyladenosine landscape of ovarian development and aging highlights the regulation by RNA stability and chromatin state.,autophagy-mitophagy,autophagy-mitophagy__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-39540334,PubMed,39540334,10.1111/acel.14406,Aged hippocampal single-cell atlas screening unveils disrupted neuroglial system in postoperative cognitive impairment.,autophagy-mitophagy,autophagy-mitophagy__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-39707402,PubMed,39707402,10.1186/s12967-024-05943-9,Mitochondrial quality control: the real dawn of intervertebral disc degeneration?,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-39748782,PubMed,39748782,10.1111/acel.14467,Efferocytosis: The Janus-Faced Gatekeeper of Aging and Tumor Fate.,autophagy-mitophagy,autophagy-mitophagy__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-39751854,PubMed,39751854,10.14336/AD.2024.1129,Mitochondrial Quality Control: A New Perspective in Skeletal Muscle Dysfunction of Chronic Obstructive Pulmonary Disease.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-39774812,PubMed,39774812,10.1038/s41577-024-01112-7,Regulation of cGAS-STING signalling and its diversity of cellular outcomes.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-39871520,PubMed,39871520,10.1111/acel.14495,Targeting CRM1 for Progeria Syndrome Therapy.,autophagy-mitophagy,autophagy-mitophagy__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-39913122,PubMed,39913122,10.1002/adbi.202400469,The Role and Molecular Pathways of SIRT6 in Senescence and Age-related Diseases.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40023438,PubMed,40023438,10.1016/j.mito.2025.102022,Mitochondria in aging and age-associated diseases.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40113864,PubMed,40113864,10.1038/s41569-025-01142-1,Mitochondrial quality control in cardiomyocytes: safeguarding the heart against disease and ageing.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40163884,PubMed,40163884,10.7326/ANNALS-25-00990,Endocrinology: What You May Have Missed in 2024.,time-restricted-eating,time-restricted-eating__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40326563,PubMed,40326563,10.1242/jcs.263753,The role of mitochondrial mRNA translation in cellular communication.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40374315,PubMed,40374315,10.1111/acel.70097,Single-Cell RNA-Seq Reveals Aging-Related Impairment of Microglial Efferocytosis Contributing to Apoptotic Cells Accumulation After Retinal Injury.,autophagy-mitophagy,autophagy-mitophagy__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40381089,PubMed,40381089,10.1007/s13679-025-00636-w,The Impact of Different Nutritional Approaches on Body Composition in People Living with Obesity.,time-restricted-eating,time-restricted-eating__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40401907,PubMed,40401907,10.1097/MCO.0000000000001135,Calorie counting vs. minute counting; does nutrient timing matter for weight-loss?,time-restricted-eating,time-restricted-eating__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40507926,PubMed,40507926,10.3390/ijms26115116,"Chrononutrition: Potential, Challenges, and Application in Managing Obesity.",time-restricted-eating,time-restricted-eating__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40525381,PubMed,40525381,10.1002/jpn3.70099,Evidence-based review of the nutritional treatment of obesity and metabolic dysfunction-associated steatotic liver disease in children and adolescents.,time-restricted-eating,time-restricted-eating__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40580384,PubMed,40580384,10.1007/s13679-025-00649-5,The Efficacy of Various Weight Loss Strategies in Alleviating Polycystic Ovary Syndrome.,time-restricted-eating,time-restricted-eating__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40647240,PubMed,40647240,10.3390/nu17132135,Chrononutrition and Energy Balance: How Meal Timing and Circadian Rhythms Shape Weight Regulation and Metabolic Health.,time-restricted-eating,time-restricted-eating__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40676783,PubMed,40676783,10.2174/0115672050381989250626071304,"Mapping the Connection Between Circadian Rhythms, Metabolism, and Neurodegeneration: Exploring Therapeutic Strategies.",time-restricted-eating,time-restricted-eating__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40705035,PubMed,40705035,10.1093/eurheartj/ehaf351,Decision-making for older adults with advanced heart disease: a framework for balancing benefit versus futility.,resistance-training-muscle,resistance-training-muscle__curated_recent_update_2026_08_end,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40770521,PubMed,40770521,10.1007/s10522-025-10299-8,The intricate link between circadian rhythms and aging: can resetting our circadian clock hold the key to longevity?,time-restricted-eating,time-restricted-eating__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-40977495,PubMed,40977495,10.1093/eurjpc/zwaf470,Cardiovascular disease epidemiology and management in the elderly and very elderly.,resistance-training-muscle,resistance-training-muscle__curated_recent_update_2026_08_end,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-41034143,PubMed,41034143,10.3399/BJGPO.2025.0007,Co-locating frailty intervention activities and general practice: a qualitative study exploring experiences and perceptions of participants and delivery partners.,resistance-training-muscle,resistance-training-muscle__curated_recent_update_2026_08_end,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-41207680,PubMed,41207680,10.1253/circj.CJ-25-0500,Outcomes of Hemodialysis Patients Undergoing Contemporary Transcatheter Aortic Valve Implantation - Insights From the LAPLACE-TAVI Registry.,resistance-training-muscle,resistance-training-muscle__curated_recent_update_2026_08_end,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-41238383,PubMed,41238383,10.3399/BJGPO.2025.0135,Experiences of GPs with incretin mimetics: a qualitative study in Germany.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__curated_recent_update_2026_08_end,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-41491048,PubMed,41491048,10.3399/BJGPO.2025.0271,Delivering a primary care intervention to reduce frailty and improve resilience in people experiencing homelessness: a pilot feasibility study.,resistance-training-muscle,resistance-training-muscle__curated_recent_update_2026_08_end,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-41849236,PubMed,41849236,10.1158/1078-0432.CCR-25-4153,Low-Dose Intestinal Irradiation Enhances the Efficacy and Prognosis of PD-1 Blockade in Metastatic Non-Small Cell Lung Cancer.,microbiome-inflammaging,microbiome-inflammaging__curated_recent_update_2026_08_end,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
pubmed-41849658,PubMed,41849658,10.1093/eurjpc/zwaf591,Cardiac rehabilitation against frailty and sarcopenia in older individuals: a literature review.,resistance-training-muscle,resistance-training-muscle__curated_recent_update_2026_08_end,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-08-28,Git history and prior public-data snapshots
