finding_id,candidate_id,pmid,doi,title_en,topic_id,study_type,species,previous_level,decision,reason,retired_date,recovery_source
finding-pubmed-35405986,pubmed-35405986,35405986,10.3390/nu14071375,The Inverse Association of Sarcopenia and Protein-Source Food and Vegetable Intakes in the Korean Elderly: The Korean Frailty and Aging Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-35918606,pubmed-35918606,35918606,10.1007/s40520-022-02172-2,Chair stand test as a proxy for physical performance and muscle strength in sarcopenia diagnosis: the Korean frailty and aging cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-35981333,pubmed-35981333,35981333,10.1519/JPT.0000000000000358,Geriatric Vulnerabilities Among Obese Older Adults With and Without Sarcopenia: Findings From a Nationally Representative Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-36905804,pubmed-36905804,36905804,10.1016/j.archger.2022.104916,Height loss as an indicator of ageing through its association with frailty and sarcopenia: An observational cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-37020292,pubmed-37020292,37020292,10.1186/s12877-023-03903-4,Two-year longitudinal associations between nutritional status and frailty in community-dwelling older adults: Korean Frailty and Aging Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-37140052,pubmed-37140052,37140052,10.1093/ageing/afad058,"Frailty transitions and prevalence in an ageing population: longitudinal analysis of primary care data from an open cohort of adults aged 50 and over in England, 2006-2017.",resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-37724506,pubmed-37724506,37724506,10.1002/jcsm.13337,Effects of sarcopenia and frailty on postoperative recovery in elderly patients: A prospective cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-37847228,pubmed-37847228,37847228,10.1093/gerona/glad244,"Vigor to Frailty As a Continuum-A New Approach in the Study of Muscle, Mobility, and Aging Cohort.",resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-37889226,pubmed-37889226,37889226,10.1093/sleep/zsad274,"Comprehensive assessment of sleep duration, insomnia, and brain structure within the UK Biobank cohort.",sleep-aging,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-38057913,pubmed-38057913,38057913,10.1002/jcsm.13401,Cross-sectional and longitudinal association between atrial fibrillation and sarcopenia: Findings from the Korean frailty and aging cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-38241094,pubmed-38241094,38241094,10.1093/eurheartj/ehad885,Changes in frailty and incident cardiovascular disease in three prospective cohorts.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-38267843,pubmed-38267843,38267843,10.1186/s12877-024-04694-y,"The prevalence and impact of sarcopenia in older cardiac patients undergoing inpatient cardiac rehabilitation - results from a prospective, observational cohort pre-study.",resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-38315906,pubmed-38315906,38315906,10.34172/jrhs.2023.126,Evaluation of Sleep Quality and Related Factors in Community-Dwelling Adults: Ardakan Cohort Study on Aging (ACSA).,sleep-aging,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-38414347,pubmed-38414347,38414347,10.1111/acel.14135,Epigenome-wide analysis of frailty: Results from two European twin cohorts.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-38721536,pubmed-38721536,38721536,10.3389/fpubh.2024.1357618,Dose-response associations between physical activity and sedentary time with functional disability in older adults with or without frailty: a prospective cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-38739369,pubmed-38739369,38739369,10.1111/acel.14198,Association of sarcopenia with the long-term risk of atrial fibrillation: A prospective cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-38914770,pubmed-38914770,38914770,10.1007/s00296-024-05636-y,"Insomnia and short sleep duration, but not chronotype, is associated with chronic widespread pain: Mendelian randomization study.",sleep-aging,human_mendelian_randomization,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-39102178,pubmed-39102178,39102178,10.1007/s13304-024-01962-9,"Frailty and sarcopenia in patients with cirrhosis awaiting liver transplantation: evidence from a single-centre, prospective cohort study.",resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-39117995,pubmed-39117995,39117995,10.1186/s12877-024-05268-8,Cardiovascular disease risk factors and frailty syndrome in community-dwelling older adults: Results from the Amirkola Health and Aging Project Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-39140371,pubmed-39140371,39140371,10.1093/ageing/afae172,"Secular trends in frailty among community-dwelling 75-95-year-old cohorts over three decades in Helsinki, Finland.",resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-39307074,pubmed-39307074,39307074,10.1016/j.jnha.2024.100368,Osteosarcopenia predicts greater risk of functional disability than sarcopenia: a longitudinal analysis of FraDySMex cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-39458463,pubmed-39458463,39458463,10.3390/nu16203467,Oral Frailty as a Risk Factor for Malnutrition and Sarcopenia in Patients on Hemodialysis: A Prospective Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-39570303,pubmed-39570303,39570303,10.1308/rcsann.2024.0091,Frailty and body composition predict adverse outcomes after emergency general surgery admission: a multicentre observational cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-39627573,pubmed-39627573,39627573,10.1007/s11357-024-01461-0,Cognitive frailty and functional disability in older adults: A 10-year prospective cohort study in Japan.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-39987831,pubmed-39987831,39987831,10.1016/j.scitotenv.2025.178924,Health and environmental dietary impact: Planetary health diet vs. Mediterranean diet. A nationwide cohort in Spain.,dietary-pattern-longevity,narrative_review,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40000536,pubmed-40000536,40000536,10.1007/s40519-025-01729-0,Sleep and binge eating in early adolescents: a prospective cohort study.,sleep-aging,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40047148,pubmed-40047148,40047148,10.1111/ggi.70012,Anticholinergic burden quantified using the Japanese risk scale as a predictor of frailty and sarcopenia among community-dwelling older adults: A 9-year Kashiwa cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40172620,pubmed-40172620,40172620,10.1093/bjsopen/zraf016,"Sarcopenia, myosteatosis, and frailty parameters to predict adverse outcomes in patients undergoing emergency laparotomy: prospective observational multicentre cohort study.",resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40284206,pubmed-40284206,40284206,10.3390/nu17081342,Plasma Leukocyte Cell-Derived Chemotaxin-2 as a Risk Factor of Sarcopenia: Korean Frailty and Aging Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40389699,pubmed-40389699,40389699,10.1007/s11325-025-03352-w,Cardiovascular diseases and type D personality in patients with obstructive sleep apnea: a prospective cohort study.,sleep-aging,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40428779,pubmed-40428779,40428779,10.3390/medicina61050821,Sarcopenia and Frailty in Cirrhotic Patients: Evaluation of Prevalence and Risk Factors in a Single-Centre Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40562647,pubmed-40562647,40562647,10.1016/j.pcd.2025.06.006,Pattern of semaglutide prescription in a real-world Canadian patient cohort.,glp1-weight-cardiometabolic,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40705035,pubmed-40705035,40705035,10.1093/eurheartj/ehaf351,Decision-making for older adults with advanced heart disease: a framework for balancing benefit versus futility.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40886239,pubmed-40886239,40886239,10.1007/s40520-025-03173-7,Association of temporalis muscle thickness and frailty in an Australian memory clinic cohort.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-40977495,pubmed-40977495,40977495,10.1093/eurjpc/zwaf470,Cardiovascular disease epidemiology and management in the elderly and very elderly.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41034143,pubmed-41034143,41034143,10.3399/BJGPO.2025.0007,Co-locating frailty intervention activities and general practice: a qualitative study exploring experiences and perceptions of participants and delivery partners.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41166991,pubmed-41166991,41166991,10.1016/j.ebiom.2025.105995,AI-derived body composition analysis reveals muscle volume and metformin-associated adipose effects and the obesity paradox in non-small cell lung cancer.,metformin-aging,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41207680,pubmed-41207680,41207680,10.1253/circj.CJ-25-0500,Outcomes of Hemodialysis Patients Undergoing Contemporary Transcatheter Aortic Valve Implantation - Insights From the LAPLACE-TAVI Registry.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41238383,pubmed-41238383,41238383,10.3399/BJGPO.2025.0135,Experiences of GPs with incretin mimetics: a qualitative study in Germany.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41491048,pubmed-41491048,41491048,10.3399/BJGPO.2025.0271,Delivering a primary care intervention to reduce frailty and improve resilience in people experiencing homelessness: a pilot feasibility study.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41849236,pubmed-41849236,41849236,10.1158/1078-0432.CCR-25-4153,Low-Dose Intestinal Irradiation Enhances the Efficacy and Prognosis of PD-1 Blockade in Metastatic Non-Small Cell Lung Cancer.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41849658,pubmed-41849658,41849658,10.1093/eurjpc/zwaf591,Cardiac rehabilitation against frailty and sarcopenia in older individuals: a literature review.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41905614,pubmed-41905614,41905614,10.1016/j.jad.2026.121694,Microbiota-immune crosstalk underlying cancer-induced depression in patients with breast cancer.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41910632,pubmed-41910632,41910632,10.1093/ehjqcco/qcag051,Association of GLP-1 receptor agonists versus bariatric surgery with outcomes in obese patients with hypertrophic cardiomyopathy: a multicenter propensity-matched analysis.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41920137,pubmed-41920137,41920137,10.1016/j.jacc.2026.02.5080,Cardiogenic Shock Survivorship: A Multidisciplinary Approach Across the Continuum of Care.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41922176,pubmed-41922176,41922176,10.1136/bmjqs-2025-019321,Integrating 'what matters' conversations into preoperative care: a qualitative evaluation of surgical team workflows and barriers.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41927326,pubmed-41927326,41927326,10.1136/archdischild-2025-329155,Parents' preferences for interventions to improve aspects of children's current and future health: two discrete choice experiments.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41951734,pubmed-41951734,41951734,10.1038/s41586-026-10330-z,Genetic predictors of GLP1 receptor agonist weight loss and side effects.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41955285,pubmed-41955285,41955285,10.1093/ajhp/zxag110,Lp(a): A potentially modifiable cardiovascular risk factor.,ldl-apob-cardiovascular-risk,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-41997149,pubmed-41997149,41997149,10.1016/j.neuron.2026.03.027,SARM1 executes neuronal parthanatos and promotes excitotoxic cell death.,nad-nmn-nr-aging,narrative_review,cell,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42035251,pubmed-42035251,42035251,10.1515/revneuro-2026-0040,The microbiota-gut-brain axis as a driver of secondary brain injury after aneurysmal subarachnoid hemorrhage: from bidirectional vicious cycle to therapeutic opportunities.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42057445,pubmed-42057445,42057445,10.1002/jsfa.70639,Yak whey powder enhanced antioxidant activity in aging mice by regulating gut microbiota.,microbiome-inflammaging,animal_study,mouse,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42082341,pubmed-42082341,42082341,10.1136/jech-2025-225333,Dyadic associations of depressive symptoms and cardiovascular health trajectories in middle-aged and older couples.,blood-pressure-aging,human_cohort,human,C,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42083126,pubmed-42083126,42083126,10.1111/acel.70533,"Aged Gut Microbiota Induces Mucosal Transcriptional Dysregulation, Impairing Immune Surveillance.",microbiome-inflammaging,animal_study,mouse,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42086112,pubmed-42086112,42086112,10.1016/j.ijcard.2026.134538,"Ascending thoracic Aortic Wall stress response during aerobic, resistance and isometric exercise in patients with arrhythmogenic cardiomyopathy.",resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42092517,pubmed-42092517,42092517,10.1016/j.clnesp.2026.103316,"The effectiveness of 5:2 intermittent fasting compared with continuous caloric restriction in the treatment of recurrent weight gain after metabolic bariatric surgery: A non-inferiority, short-term, pilot feasibility study.",time-restricted-eating,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42105790,pubmed-42105790,42105790,10.1016/j.freeradbiomed.2026.04.158,FMO1 disrupts mitochondrial functional homeostasis through ROS-mediated mechanisms to drive chondrocyte senescence and hypertrophy.,senolytics,animal_study,animal,D,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42107262,pubmed-42107262,42107262,10.1016/j.bioorg.2026.109946,"Design, synthesis, and evaluation of novel andrographolide derivatives as anti-pancreatic cancer therapeutics.",autophagy-mitophagy,mechanistic_or_cell_study,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42113606,pubmed-42113606,42113606,10.1093/biolre/ioag101,Generation of human primordial germ cell-like cells from cumulus and blood cell-derived isogenic human induced pluripotent stem cells†.,partial-reprogramming,mechanistic_or_cell_study,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42113628,pubmed-42113628,42113628,10.1093/sleep/zsag125,Respiratory chemoreflex and risk of incident increase in blood pressure.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42114087,pubmed-42114087,42114087,10.1519/JSC.0000000000005460,High-Load Compared With Low-Load Resistance Exercise Differentially Modulates Immune Responses of CD4 + T Cells in Postmenopausal Women.,physical-activity-healthspan,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42133167,pubmed-42133167,42133167,10.1007/s11357-026-02299-4,Risk of falls and syncope across frailty levels in hypertensive older adults: a longitudinal study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42150869,pubmed-42150869,42150869,10.1111/dom.70867,Association of GLP-1 Receptor Agonist Use With Safety Outcomes in Individuals With Opioid Use Disorder: A Target Trial Emulation.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42153961,pubmed-42153961,42153961,10.1002/advs.202517087,Dissecting the Ecological Structure of Health and Disease in the Global Gut Microbiome.,microbiome-inflammaging,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42166178,pubmed-42166178,42166178,10.1093/sleep/zsag138,Cardiovascular risk stratification in obstructive sleep apnea: a potential role for cardiac troponins.,sleep-aging,metadata_only_needs_classification,needs_review,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42176939,pubmed-42176939,42176939,10.1016/j.envres.2026.124795,Health impacts of bus rapid transit systems in seven cities worldwide.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42203047,pubmed-42203047,42203047,10.1016/j.bbr.2026.116296,"Thyronines and thyronamines: dual modulators of synaptic plasticity, cognitive decline, and geriatric depression in the aging brain.",autophagy-mitophagy,narrative_review,needs_review,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42208070,pubmed-42208070,42208070,10.1097/AOG.0000000000006325,Gestational Weight Gain and Pregnancy Outcomes After Semaglutide Exposure.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42214796,pubmed-42214796,42214796,10.1016/j.bbr.2026.116303,Treadmill exercise mediates the neuroprotective effect in post-stroke depression rats through the PGC-1α/FNDC5/irisin pathway.,physical-activity-healthspan,mixed_human_and_animal_study,mixed_human_animal,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42216764,pubmed-42216764,42216764,10.1177/01939459261435595,The Mediating Role of Depression in the Relationship Between Physical Activity and Quality of Life Among Patients with Coronary Heart Disease.,physical-activity-healthspan,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42218572,pubmed-42218572,42218572,10.1097/CM9.0000000000004087,Restoration of circadian rhythm as novel targets against sarcopenia.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42218651,pubmed-42218651,42218651,10.1200/JCO-26-00765,Structured Exercise Program After Adjuvant Chemotherapy for Colon Cancer: A Cost-Utility Analysis of the CHALLENGE Trial.,physical-activity-healthspan,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42219155,pubmed-42219155,42219155,10.1123/japa.2025-0180,"Feasibility, Acceptability, and Preliminary Effects of the Online Exercise Program PERMANENTO in Older Adults: A Randomized Controlled Trial.",physical-activity-healthspan,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42223116,pubmed-42223116,42223116,10.1093/eurheartj/ehag411,GLI1 activation induced by intermittent hypoxia drives cardiac fibroblast activation via enhanced PKM2-mediated glycolysis.,sleep-aging,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42224918,pubmed-42224918,42224918,10.1016/j.urolonc.2026.05.010,Survival association of GLP-1 receptor agonists and SGLT2 inhibitors in bladder cancer patients.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42228016,pubmed-42228016,42228016,10.1158/0008-5472.CAN-25-4466,Commensal Dysbiosis Alters Primary Bile Acid Signaling to Drive Mammary Gland Inflammation and Breast Tumor Dissemination.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42229245,pubmed-42229245,42229245,10.1016/j.compbiomed.2026.111786,Longitudinal assessment of resting wakefulness heart rate variability and its association with sleep apnea severity.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42246564,pubmed-42246564,42246564,10.1093/joneph/aajaf072,Accuracy of SARC-F test for screening of sarcopenia in adult dialysis patients.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42247160,pubmed-42247160,42247160,10.1007/s11357-026-02336-2,Age and sex dependent shift in murine gut microbiome reveals pathological links to host cardiovascular and metabolic pathways.,microbiome-inflammaging,animal_study,mouse,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42249138,pubmed-42249138,42249138,10.1038/s41591-026-04476-6,"Oral small molecule GLP-1 receptor agonist aleniglipron in people with overweight or obesity: a randomized, double-blind, placebo-controlled phase 2b trial.",glp1-weight-cardiometabolic,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42253238,pubmed-42253238,42253238,10.1056/NEJMoa2600751,Survodutide Once Weekly for the Treatment of Adults with Obesity.,glp1-weight-cardiometabolic,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
finding-pubmed-42257388,pubmed-42257388,42257388,10.1093/joneph/aajaf068,"Association of carnitine levels with muscle status, fatigue, and mortality in hemodialysis patients.",resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-08-28,Git history and prior public-data snapshots
