candidate_id,source,pmid,doi,title_en,topic_id,previous_query,previous_status,decision,reason,duplicate_of,retired_date,recovery_source
pubmed-37500973,PubMed,37500973,10.1038/s43587-023-00451-9,Multi-omic rejuvenation and life span extension on exposure to youthful circulation.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-37501048,PubMed,37501048,10.1007/s11357-023-00880-9,Systemic inflammation and biological aging in the Health and Retirement Study.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-37565451,PubMed,37565451,10.1111/acel.13952,The secretome atlas of two mouse models of progeria.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-37594403,PubMed,37594403,10.1111/acel.13964,Bloom syndrome patients and mice display accelerated epigenetic aging.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-37657418,PubMed,37657418,10.1016/j.cell.2023.08.003,Biomarkers of aging for the identification and evaluation of longevity interventions.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-37688657,PubMed,37688657,10.1007/s11357-023-00913-3,Exposome and unhealthy aging: environmental drivers from air pollution to occupational exposures.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-37689801,PubMed,37689801,10.1038/s41598-023-42071-8,Association between cardiovascular diseases and dementia among various age groups: a population-based cohort study in older adults.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-37952131,PubMed,37952131,10.1056/NEJMoa2307563,Semaglutide and Cardiovascular Outcomes in Obesity without Diabetes.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-37993201,PubMed,37993201,10.1016/j.jacc.2023.09.811,Semaglutide in Patients With Obesity and Heart Failure Across Mildly Reduced or Preserved Ejection Fraction.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-38691368,PubMed,38691368,10.1001/jama.2024.6542,The Women's Health Initiative Randomized Trials and Clinical Practice: A Review.,dietary-pattern-longevity,dietary-pattern-longevity__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-39083786,PubMed,39083786,10.1056/NEJMc2406736,Guidance on Energy and Macronutrients across the Life Span. Reply.,dietary-pattern-longevity,dietary-pattern-longevity__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-39775037,PubMed,39775037,10.1038/s41591-024-03375-y,"Effects of early, late and self-selected time-restricted eating on visceral adipose tissue and cardiometabolic health in participants with overweight or obesity: a randomized controlled trial.",dietary-pattern-longevity,dietary-pattern-longevity__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-40640082,PubMed,40640082,10.1097/CM9.0000000000003648,Perioperative dexmedetomidine reduces the risk of postoperative complications in high-risk patients undergoing non-cardiac surgery: A randomized controlled trial.,sleep-aging,sleep-aging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-40795029,PubMed,40795029,10.1093/eurjpc/zwaf441,Prospective associations of daily step count and stepping intensity with overall and type-specific major adverse cardiovascular events in people with hypertension.,physical-activity-healthspan,physical-activity-healthspan__recent_update_2026_09_mid,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-40916738,PubMed,40916738,10.1093/eurjpc/zwaf578,Physical activity and mortality: towards healthspan-oriented metrics and outcomes. A Scientific Statement from the European Association of Preventive Cardiology (EAPC) of the ESC.,physical-activity-healthspan,physical-activity-healthspan__recent_update_2026_09_mid,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41043795,PubMed,41043795,10.1016/j.exger.2025.112913,Mitochondrial dysfunction drives cellular senescence: Molecular mechanisms of inter-organelle communication.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41057029,PubMed,41057029,10.1123/japa.2025-0074,A Comparison of Cardiopulmonary Exercise Testing and Shuttle Walk Test in Older Adults With Amnestic Mild Cognitive Impairment.,physical-activity-healthspan,physical-activity-healthspan__curated_recent_update_2026_08,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41057652,PubMed,41057652,10.1038/s41556-025-01765-z,Translational regulation in stress biology.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41078084,PubMed,41078084,10.1111/acel.70256,The Aging Landscape by scRNAseq of Mesenchymal Lineage Cells in Mouse Bone.,autophagy-mitophagy,autophagy-mitophagy__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41117626,PubMed,41117626,10.1097/CEJ.0000000000000989,The molecular mechanisms of exercise in cancer prevention and management.,physical-activity-healthspan,physical-activity-healthspan__recent_update_2026_09_mid,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41138161,PubMed,41138161,10.1177/07334648251391867,Sedentary Behaviors and Functional Disability Among Chinese Older Adults (2008-2018): Evidence Including Mahjong.,physical-activity-healthspan,physical-activity-healthspan__recent_update_2026_09_mid,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41156656,PubMed,41156656,10.3390/pathogens14101045,"Mitochondrial Dysfunction in Aging, HIV, and Long COVID: Mechanisms and Therapeutic Opportunities.",autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41191778,PubMed,41191778,10.1126/scitranslmed.adu6015,The m(6)A demethylase FTO links TLR7 to mitochondrial oxidation driving age-associated B cell formation in systemic lupus erythematosus.,autophagy-mitophagy,autophagy-mitophagy__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41218009,PubMed,41218009,10.1177/02601060251394687,"Physical activity and fruit and vegetable intake in people with severe mental illness: Results from a multicountry survey in India, Bangladesh, and Pakistan.",physical-activity-healthspan,physical-activity-healthspan__recent_update_2026_09_mid,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41270883,PubMed,41270883,10.1016/j.biochi.2025.11.004,Exercise-driven changes in tryptophan metabolism leading to healthy aging.,physical-activity-healthspan,physical-activity-healthspan__recent_update_2026_09_mid,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41285310,PubMed,41285310,10.1016/j.jare.2025.11.047,Exploring the role of β2-microglobulin in the relationship between physical activity and DNAm-predicted PhenoAge: Evidence from a population-based and mice single-cell RNA-sequencing study.,physical-activity-healthspan,physical-activity-healthspan__curated_recent_update_2026_08,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41303566,PubMed,41303566,10.3390/ijms262211084,Mitochondrial Quality Control and Cell Death.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41494820,PubMed,41494820,10.1136/archdischild-2025-329747,Ethical considerations for semaglutide use in children.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41526552,PubMed,41526552,10.1007/s10522-025-10380-2,FOXO: a key target in regulating aging and age-related diseases.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41610147,PubMed,41610147,10.1093/asj/sjag026,Evaluating the Use of 5-Factor Modified Frailty Index to Predict Wound-Healing Complications in Reduction Mammoplasty.,resistance-training-muscle,resistance-training-muscle__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41621779,PubMed,41621779,10.1016/j.jmb.2026.169667,"VarXOmics: A Versatile Web Server for Genomic Data Querying, Analysis, and Variant Prioritization With Multi-omics Insights.",microbiome-inflammaging,microbiome-inflammaging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41628782,PubMed,41628782,10.1016/j.arr.2026.103042,"Aging and neuropathic pain: Mitochondria-to-glia cascade, system mechanisms, and therapeutic strategies.",autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41672527,PubMed,41672527,10.2169/internalmedicine.6577-25,Neutrophil-to-lymphocyte Ratio as a Prognostic Indicator in Patients with Nursing and Healthcare-associated Pneumonia: A Retrospective Study.,blood-pressure-aging,blood-pressure-aging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41771068,PubMed,41771068,10.1093/ejhf/xuaf016,"Rationale and design of a randomized, sham-controlled, clinical trial for evaluation of the Edwards APTURE transcatheter shunt system (ALT-FLOW II).",physical-activity-healthspan,physical-activity-healthspan__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41885139,PubMed,41885139,10.1093/eurheartj/ehag144,Senescent obesity signature in breast cancer: a paradigm of reverse cardio-oncology.,senolytics,senolytics__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41934630,PubMed,41934630,10.1093/ehjqcco/qcag055,Validating national registry data for randomized trials: comparison of registry-derived cardiovascular events with and without adjudication in the BETAMI-DANBLOCK trial.,blood-pressure-aging,blood-pressure-aging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41944030,PubMed,41944030,10.5009/gnl250341,Prognostic Role of Acute-on-Chronic Liver Failure in Acute Variceal Bleeding: A Multicenter Retrospective Study in Australia.,blood-pressure-aging,blood-pressure-aging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41990363,PubMed,41990363,10.1093/ejhf/xuag114,Hemodynamic changes in response to GLP-1 treatment in ICD and CRT patients: insights from HeartLogic sensor data.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-41992281,PubMed,41992281,10.1097/MJT.0000000000002132,Two-Year Biomarker Trends and Kidney/Mortality Outcomes After Semaglutide Versus Phentermine-Topiramate and Naltrexone-Bupropion in People With Obesity and Without Diabetes.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__recent_update_2026_09_mid,selected_finding_draft,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42035239,PubMed,42035239,10.1093/ehjqcco/qcag074,Tafamidis in women with wild-type transthyretin cardiac amyloidosis: an international cohort study.,blood-pressure-aging,blood-pressure-aging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42060953,PubMed,42060953,10.1016/j.archger.2026.106274,Does insomnia severity increase the risk of dementia? A 7-year longitudinal study.,sleep-aging,sleep-aging__recent_update_2026_09_mid,selected_finding_draft,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42071269,PubMed,42071269,10.1002/ijc.70517,Higher Daytime Light Exposure Predicts Lower Risk of Gastrointestinal Cancer Incidence and Mortality.,sleep-aging,sleep-aging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42107753,PubMed,42107753,10.1016/j.jep.2026.121846,Mechanism of Jianpi Qinghua granule in ameliorating metabolic dysfunction-associated fatty liver disease by targeting the DNMT-urea cycle axis.,senolytics,senolytics__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42118075,PubMed,42118075,10.1097/BRS.0000000000005733,Incidence and Causes of Death After Cervical or Thoracolumbar Adult Spinal Deformity Surgery.,resistance-training-muscle,resistance-training-muscle__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42128075,PubMed,42128075,10.1016/j.jep.2026.121850,Targeting atherosclerosis with medicine and food homology substances: Mechanistic insights and application strategies.,microbiome-inflammaging,microbiome-inflammaging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42134555,PubMed,42134555,10.1016/j.toxicon.2026.109152,Neural and metabolic mechanisms of emetogenic foodborne toxins via the brain-gut axis in ageing and cachexia.,microbiome-inflammaging,microbiome-inflammaging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42142553,PubMed,42142553,10.1016/j.jep.2026.121873,Jintiange ameliorates age-related sarcopenia by inhibiting the cGAS-STING signaling pathway via maintaining mitochondrial homeostasis.,resistance-training-muscle,resistance-training-muscle__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42142555,PubMed,42142555,10.1016/j.jep.2026.121869,Host-microbial co-mediated C-sulfonation attenuates celastrol hepatotoxicity while preserving anti-rheumatic efficacy.,microbiome-inflammaging,microbiome-inflammaging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42178112,PubMed,42178112,10.1016/j.ijcard.2026.134573,Transforming post-STEMI care: The IMPACS study design and baseline patient profile.,blood-pressure-aging,blood-pressure-aging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42213742,PubMed,42213742,10.3238/arztebl.m2026.0074,Hepatic Steatosis: A Pandemic Disease Causing Serious Secondary Diseases.,sleep-aging,sleep-aging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42235730,PubMed,42235730,10.1016/j.cca.2026.121139,Inflammatory biomarkers in chronic kidney disease.,microbiome-inflammaging,microbiome-inflammaging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42248063,PubMed,42248063,10.1016/j.ijmedinf.2026.106515,Wearable devices for improving medication adherence in older adults with chronic conditions: A systematic review.,blood-pressure-aging,blood-pressure-aging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
pubmed-42264322,PubMed,42264322,10.1016/j.lfs.2026.124519,ACAT3 controls hepatic cholesterol metabolism and modulates systemic energy homeostasis of male mice.,microbiome-inflammaging,microbiome-inflammaging__curated_recent_update_2026_09_late,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-21,Git history and prior public-data snapshots
