candidate_id,source,pmid,doi,title_en,topic_id,previous_query,previous_status,decision,reason,duplicate_of,retired_date,recovery_source
pubmed-27721062,PubMed,27721062,10.1016/j.arr.2016.09.012,Molecular pathology endpoints useful for aging studies.,metformin-aging,metformin-aging__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-27981444,PubMed,27981444,10.1007/s40264-016-0485-y,Hyperglycaemia Induced by Novel Anticancer Agents: An Undesirable Complication or a Potential Therapeutic Opportunity?,metformin-aging,metformin-aging__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-28055075,PubMed,28055075,10.7326/M16-1860,Oral Pharmacologic Treatment of Type 2 Diabetes Mellitus: A Clinical Practice Guideline Update From the American College of Physicians.,metformin-aging,metformin-aging__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-29906425,PubMed,29906425,10.1016/j.amjmed.2018.05.022,Diastolic Hypotension May Attenuate Benefits from Intensive Systolic Targets: Secondary Analysis of a Randomized Controlled Trial.,blood-pressure-aging,blood-pressure-aging__recent_review_trial,selected_finding_draft,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-30526770,PubMed,30526770,10.5483/BMBRep.2019.52.1.293,Senotherapeutics: emerging strategy for healthy aging and age-related disease.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-30806947,PubMed,30806947,10.1007/s11914-019-00504-2,Targeting Cell Senescence for the Treatment of Age-Related Bone Loss.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-30871021,PubMed,30871021,10.3390/ijms20051239,The Role of Curcumin in the Modulation of Ageing.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-31211858,PubMed,31211858,10.1002/1873-3468.13498,Mitochondrial dysfunction and cell senescence: deciphering a complex relationship.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-31230380,PubMed,31230380,10.1002/hep.30834,The Role of Senescence in the Development of Nonalcoholic Fatty Liver Disease and Progression to Nonalcoholic Steatohepatitis.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-31292558,PubMed,31292558,10.1038/s41586-019-1365-2,From discoveries in ageing research to therapeutics for healthy ageing.,senolytics,senolytics__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-31619084,PubMed,31619084,10.1177/2047487319877078,Progression of conventional cardiovascular risk factors and vascular disease risk in individuals: insights from the PROG-IMT consortium.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-31686375,PubMed,31686375,10.1007/s11357-019-00116-9,Nanodelivery of phytobioactive compounds for treating aging-associated disorders.,senolytics,senolytics__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-31699799,PubMed,31699799,10.1136/jech-2019-212825,Ethnicity and risk of diagnosed dementia after stroke: a cohort study using the Clinical Practice Research Datalink.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-31879264,PubMed,31879264,10.1016/j.semcdb.2019.12.008,Senotherapeutics: Targeting senescence in idiopathic pulmonary fibrosis.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-31958492,PubMed,31958492,10.1016/j.exger.2020.110836,Cell senescence and fibrotic lung diseases.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32171687,PubMed,32171687,10.1016/j.mad.2020.111229,Oncogene-induced senescence: From biology to therapy.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32215170,PubMed,32215170,10.1155/2020/2583601,The Emerging Role of Senescence in Ocular Disease.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32279618,PubMed,32279618,10.1161/STROKEAHA.119.027791,Association Between Immigration Status and Acute Stroke Care: A Retrospective Study.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32356089,PubMed,32356089,10.1007/s11904-020-00496-0,Senotherapeutics and HIV-1 Persistence.,senolytics,senolytics__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32486335,PubMed,32486335,10.3390/ijerph17113893,Habitual Combined Exercise Protects against Age-Associated Decline in Vascular Function and Lipid Profiles in Elderly Postmenopausal Women.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32535888,PubMed,32535888,10.1111/eci.13321,Multi-parametric system for risk stratification in mitral regurgitation: A multi-task Gaussian prediction approach.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32554949,PubMed,32554949,10.5551/jat.53629,Atrial Fibrillation With and Without Cardiovascular Risk Factors and Stroke Mortality.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32600784,PubMed,32600784,10.1016/j.amjcard.2020.05.035,Baseline CHADS2 Score and Risk of Cardiovascular Events in the Population Without Atrial Fibrillation.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32732345,PubMed,32732345,10.1136/bjophthalmol-2020-316499,Intraocular pressure and circumpapillary retinal nerve fibre layer thickness in the Northern Ireland Cohort for the Longitudinal Study of Ageing (NICOLA): distributions and associations.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32854138,PubMed,32854138,10.1111/joim.13170,"Calcium channel blockers, survival and ischaemic stroke in patients with dementia: a Swedish registry study.",blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32895017,PubMed,32895017,10.1161/HYPERTENSIONAHA.120.14971,Early and Supernormal Vascular Aging: Clinical Characteristics and Association With Incident Cardiovascular Events.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-32969145,PubMed,32969145,10.1002/art.41529,Cardiovascular and Renal Morbidity in Takayasu Arteritis: A Population-Based Retrospective Cohort Study From the United Kingdom.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-33041313,PubMed,33041313,10.5551/jat.58958,"Estimation of 10-Year Risk of Death from Coronary Heart Disease, Stroke, and Cardiovascular Disease in a Pooled Analysis of Japanese Cohorts: EPOCH-JAPAN.",blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-33069327,PubMed,33069327,10.1016/S0140-6736(20)30752-2,"Global burden of 87 risk factors in 204 countries and territories, 1990-2019: a systematic analysis for the Global Burden of Disease Study 2019.",dietary-pattern-longevity,dietary-pattern-longevity__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-33247419,PubMed,33247419,10.1007/s10654-020-00694-5,Hypothetical blood-pressure-lowering interventions and risk of stroke and dementia.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-33293549,PubMed,33293549,10.1038/s41467-020-19111-2,Cerebral small vessel disease genomics and its implications across the lifespan.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-33509399,PubMed,33509399,10.1016/j.jacc.2020.09.619,Supplemental Vitamins and Minerals for Cardiovascular Disease Prevention and Treatment: JACC Focus Seminar.,dietary-pattern-longevity,dietary-pattern-longevity__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-34144310,PubMed,34144310,10.1016/j.nutres.2021.05.001,Snacking patterns throughout the life span: potential implications on health.,dietary-pattern-longevity,dietary-pattern-longevity__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-34326206,PubMed,34326206,10.1126/science.abj1696,"Comment on ""Nicotinamide mononucleotide increases muscle insulin sensitivity in prediabetic women"".",nad-nmn-nr-aging,nad-nmn-nr-aging__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,non_result_publication_title,,2026-09-13,Git history and prior public-data snapshots
pubmed-35325078,PubMed,35325078,10.1093/eurheartj/ehac113,"Risk factors, cardiovascular disease, and mortality in South America: a PURE substudy.",dietary-pattern-longevity,dietary-pattern-longevity__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-35731140,PubMed,35731140,10.1093/eurheartj/ehac268,Modifiable risk factors associated with cardiovascular disease and mortality in China: a PURE substudy.,dietary-pattern-longevity,dietary-pattern-longevity__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-35731159,PubMed,35731159,10.1093/eurheartj/ehac249,"Cardiovascular disease, mortality, and their associations with modifiable risk factors in a multi-national South Asia cohort: a PURE substudy.",dietary-pattern-longevity,dietary-pattern-longevity__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-35807954,PubMed,35807954,10.3390/nu14132774,Healthy Taiwanese Eating Approach (TEA) toward Total Wellbeing and Healthy Longevity.,dietary-pattern-longevity,dietary-pattern-longevity__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-35895871,PubMed,35895871,10.1111/acel.13672,Corrigendum to: 17-a-estradiol late in life extends lifespan in aging UM-HET3 male mice; nicotinamide riboside and three other drugs do not affect lifespan in either sex.,nad-nmn-nr-aging,nad-nmn-nr-aging__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,non_result_publication_title,,2026-09-13,Git history and prior public-data snapshots
pubmed-36346411,PubMed,36346411,10.1001/jama.2022.19590,Treatment of Hypertension: A Review.,dietary-pattern-longevity,dietary-pattern-longevity__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-36638792,PubMed,36638792,10.1016/j.cell.2022.12.027,Loss of epigenetic information as a cause of mammalian aging.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-36752898,PubMed,36752898,10.1007/s11357-022-00714-0,Cardiovascular correlates of epigenetic aging across the adult lifespan: a population-based study.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-36928450,PubMed,36928450,10.1186/s43044-023-00344-7,"Comment on: ""exercise training and cardiac autonomic function following coronary artery bypass grafting: a systematic review and meta-analysis"".",cardiorespiratory-fitness,cardiorespiratory-fitness__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,non_result_publication_title,,2026-09-13,Git history and prior public-data snapshots
pubmed-37024597,PubMed,37024597,10.1038/s41591-023-02296-6,Heterogeneous aging across multiple organ systems and prediction of chronic disease and mortality.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37034474,PubMed,37034474,10.1038/s43587-022-00220-0,The relationship between epigenetic age and the hallmarks of aging in human cells.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37082972,PubMed,37082972,10.1089/rej.2022.0059,Epigenetic Modifiers as Game Changers for Healthy Aging.,epigenetic-clocks,epigenetic-clocks__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37129365,PubMed,37129365,10.1111/acel.13861,Age-related telomere attrition in the human putamen.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37265181,PubMed,37265181,10.1097/MOG.0000000000000943,Managing the older adult with inflammatory bowel disease: is age just a number?,epigenetic-clocks,epigenetic-clocks__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37300327,PubMed,37300327,10.1111/acel.13872,Explainable machine learning framework to predict personalized physiological aging.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37319212,PubMed,37319212,10.1126/science.adg0934,Aging Fly Cell Atlas identifies exhaustive aging features at cellular resolution.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37339167,PubMed,37339167,10.1093/eurheartj/ehad361,Subclinical atherosclerosis and accelerated epigenetic age mediated by inflammation: a multi-omics study.,epigenetic-clocks,epigenetic-clocks__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37622681,PubMed,37622681,10.1056/NEJMoa2306963,Semaglutide in Patients with Heart Failure with Preserved Ejection Fraction and Obesity.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37659049,PubMed,37659049,10.1007/s11934-023-01180-7,"Embracing the Pros and Cons of the New Weight Loss Medications (Semaglutide, Tirzepatide, Etc.).",glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-37840095,PubMed,37840095,10.1038/s41591-023-02597-w,Tirzepatide after intensive lifestyle intervention in adults with overweight or obesity: the SURMOUNT-3 phase 3 trial.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-39504077,PubMed,39504077,10.1113/EP091731,Exercise training to preserve vitality capacity in ageing.,physical-activity-healthspan,physical-activity-healthspan__recent_review_trial__recent_update_2026_06,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-39554942,PubMed,39554942,10.1177/15598276241232359,Lifestyle Medicine and Vasomotor Symptoms: An Analytic Review.,physical-activity-healthspan,physical-activity-healthspan__recent_update_2026_09_mid,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-39731847,PubMed,39731847,10.1016/j.schres.2024.12.012,The long-lasting impact of high-intensity training via collaborative care in patients with schizophrenia: A 5-year follow-up study.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-39931753,PubMed,39931753,10.1017/S0029665125000059,The impact of intermittent energy restriction on women's health.,time-restricted-eating,time-restricted-eating__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-39985691,PubMed,39985691,10.1007/s11764-025-01756-x,Sedentary behavior and physical activity one year after colorectal cancer diagnosis: results from the ColoCare Study.,physical-activity-healthspan,physical-activity-healthspan__curated_recent_update_2026_08,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40005049,PubMed,40005049,10.3390/nu17040722,"The Power of Environment: A Comprehensive Review of the Exposome's Role in Healthy Aging, Longevity, and Preventive Medicine-Lessons from Blue Zones and Cilento.",physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40011414,PubMed,40011414,10.1007/s11764-025-01768-7,Applied theory of planned behavior to explore associated factor of physical activity level among Chinese childhood cancer survivors.,physical-activity-healthspan,physical-activity-healthspan__curated_recent_update_2026_08,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40036640,PubMed,40036640,10.1093/eurjpc/zwaf115,Evolution of sarcopenia status and risk of incident cardiovascular disease.,resistance-training-muscle,resistance-training-muscle__recent_update_2026_09_mid,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40049721,PubMed,40049721,10.1080/14740338.2025.2469273,Drug-associated pancreatic cancer: insights from real-world pharmacovigilance and network pharmacology.,metformin-aging,metformin-aging__recent_update_2026_09_mid,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40053257,PubMed,40053257,10.1007/s11764-025-01771-y,Strategies to improve participation in exercise programmes during chemotherapy: a modified nominal group technique.,physical-activity-healthspan,physical-activity-healthspan__curated_recent_update_2026_08,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40074972,PubMed,40074972,10.1007/s11764-025-01750-3,Healthcare provider perspectives on a clinical decision tool to support individualized exercise prescriptions and discussions for breast cancer survivors.,physical-activity-healthspan,physical-activity-healthspan__curated_recent_update_2026_08,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40100747,PubMed,40100747,10.1093/eurjpc/zwaf154,Self-rated physical fitness predicts cardiovascular and all-cause mortality-implications for clinical decision-making.,physical-activity-healthspan,physical-activity-healthspan__recent_update_2026_09_mid,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40162491,PubMed,40162491,10.1080/14740338.2025.2487142,Adverse drug reactions linked to fidaxomicin: insights from a retrospective analysis of the FAERS database.,sleep-aging,sleep-aging__recent_update_2026_09_mid,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40162571,PubMed,40162571,10.1002/14651858.CD012572.pub3,Withdrawal of antihypertensive drugs in older people.,blood-pressure-aging,blood-pressure-aging__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,non_result_publication_title,,2026-09-13,Git history and prior public-data snapshots
pubmed-40261984,PubMed,40261984,10.1097/HNP.0000000000000738,Vetiver and Orange Blossom Aid in Lowering Blood Pressure and Heart Rate and Improving Sleep Quality.,sleep-aging,sleep-aging__recent_update_2026_09_mid,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40358690,PubMed,40358690,10.1007/s00392-025-02674-9,Impact of glp-1 receptor agonists on hospitalization for heart failure and all-cause death in patients with diabetes with and without heart failure: a real-world study.,metformin-aging,metformin-aging__recent_update_2026_09_mid,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40367490,PubMed,40367490,10.2196/65636,"Frailty, Fitness, and Quality of Life Outcomes of a Healthy and Productive Aging Program (GrandMove) for Older Adults With Frailty or Prefrailty: Cluster Randomized Controlled Trial.",physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40380000,PubMed,40380000,10.1038/s43587-025-00878-2,Large-scale network analysis of the cerebrospinal fluid proteome identifies molecular signatures of frontotemporal lobar degeneration.,autophagy-mitophagy,autophagy-mitophagy__high_weight_journal,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40418056,PubMed,40418056,10.1002/em.70013,Mitochondria-Nuclear Crosstalk: Orchestrating mtDNA Maintenance.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40454770,PubMed,40454770,10.1002/clc.70160,Effectiveness of Cardiac Rehabilitation in Enhancing Adherence and Improving Clinical Outcomes Post-Acute Coronary Syndrome: A Randomized Controlled Trial.,physical-activity-healthspan,physical-activity-healthspan__high_design,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40467196,PubMed,40467196,10.1016/j.foodres.2025.116572,Anti-aging effect of tea and its phytochemicals.,autophagy-mitophagy,autophagy-mitophagy__recent_review_trial,active_candidate_needs_review,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40478215,PubMed,40478215,10.1093/eurjpc/zwaf274,The presence or absence of standard modifiable cardiovascular risk factors in patients with myocardial infarction impacts long-term but not 30-day mortality: a UK Biobank prospective cohort study.,blood-pressure-aging,blood-pressure-aging__recent_update_2026_09_mid,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
pubmed-40493069,PubMed,40493069,10.1007/s00392-025-02694-5,Impact of semaglutide on health outcomes and mood in obese heart failure patients: a retrospective analysis.,glp1-weight-cardiometabolic,glp1-weight-cardiometabolic__recent_update_2026_09_mid,intake_pending_curation,retired_from_active_candidate_pool,topic_capacity_limit,,2026-09-13,Git history and prior public-data snapshots
